dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad,Provincia_LE,Ciudad_LE,Género_FEMENINO,Género_MASCULINO,Género_NO RESPONDE,Administración del Colegio_CEMA,Administración del Colegio_CONVENIO,Administración del Colegio_FISCAL,Administración del Colegio_OTRO,Administración del Colegio_PRIVADA,Edad_std
6096953,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
6097769,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6097945,MASCULINO,MURILLO,LA PAZ,MONZERRATT,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6097977,MASCULINO,CARANAVI,LA PAZ,COLEGIO NACIONAL MIXTO,FISCAL,42,11,44,0,1,0,0,0,1,0,0,0.8974055085950893
6098075,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
6098594,MASCULINO,MURILLO,EL ALTO,CALAMA,FISCAL,33,32,32,0,1,0,0,0,1,0,0,-0.3355618170199984
6098700,MASCULINO,MURILLO,LA PAZ,NAZARENO,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6099435,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
6099789,MASCULINO,MURILLO,EL ALTO,EUFRASIO IBAAEZ RIVERO,FISCAL,45,32,32,0,1,0,0,0,1,0,0,1.3083946171334517
6100855,MASCULINO,MURILLO,LA PAZ,JOSE BALLIVIAN,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
6101168,MASCULINO,OMASUYOS,CANTON CORPAPUTO,FRANZ TAMAYO,FISCAL,44,35,10,0,1,0,0,0,1,0,0,1.1713982476206644
6101294,FEMENINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6101983,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE COLOMBIA,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6103437,MASCULINO,MURILLO,LA PAZ,CIE 12 DE OCTUBRE,CEMA,41,32,44,0,1,0,1,0,0,0,0,0.7604091390823018
6104193,MASCULINO,INGAVI,VIACHA,SAN LUIS,PRIVADA,40,22,78,0,1,0,0,0,0,0,1,0.6234127695695142
6104676,NO RESPONDE,MURILLO,LA PAZ,FRANCISCO DE MIRANDA,FISCAL,43,32,44,0,0,1,0,0,1,0,0,1.0344018781078768
6104946,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,43,32,44,0,1,0,0,0,1,0,0,1.0344018781078768
6105412,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
6106185,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6106879,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6107879,NO RESPONDE,MURILLO,LA PAZ,SAN IGNACIO,CONVENIO,16,32,44,0,0,1,0,1,0,0,0,-2.664500098737386
6109289,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,FISCAL,39,32,44,1,0,0,0,0,1,0,0,0.4864164000567267
6110645,MASCULINO,MURILLO,LA PAZ,ENRIQUE LINNDEMAN,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
6111283,FEMENINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,31,32,44,1,0,0,0,1,0,0,0,-0.6095545560455734
6111331,MASCULINO,MURILLO,LA PAZ,LA MERCED,FISCAL,49,32,44,0,1,0,0,0,1,0,0,1.856380095184602
6111467,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34,32,44,1,0,0,0,0,1,0,0,-0.19856544750721086
6111485,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CEMA,32,32,44,0,1,0,1,0,0,0,0,-0.4725581865327859
6111513,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6111534,MASCULINO,MURILLO,LA PAZ,18 DE MAYO,FISCAL,43,32,44,0,1,0,0,0,1,0,0,1.0344018781078768
6111560,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,28,32,44,0,1,0,0,0,0,0,1,-1.0205436645839359
6111616,FEMENINO,MURILLO,LA PAZ,SANTA ROSA,FISCAL,42,32,44,1,0,0,0,0,1,0,0,0.8974055085950893
6112581,MASCULINO,MURILLO,LA PAZ,GENERAL JOSE DE SAN MARTIN,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6112840,MASCULINO,SUD YUNGAS,LA PAZ,QUINUNI,FISCAL,32,47,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6113326,MASCULINO,MURILLO,LA PAZ,SAGRAODS CORAZONES,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6113378,MASCULINO,MURILLO,LA PAZ,PRINCIPE DE PAZ,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6114277,MASCULINO,MURILLO,LA PAZ,CEA LA PAZ,CEMA,29,32,44,0,1,0,1,0,0,0,0,-0.8835472950711485
6115092,MASCULINO,LOAYZA,LA PAZ,IGNACIO CALDERAAN FE Y ALEGRAAA,CONVENIO,41,27,44,0,1,0,0,1,0,0,0,0.7604091390823018
6116971,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE CUBA PACAJES,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6117589,MASCULINO,AROMA,PATACAMAYA,NACIONAL PATACAMAYA,FISCAL,31,6,52,0,1,0,0,0,1,0,0,-0.6095545560455734
6117681,MASCULINO,MURILLO,LA PAZ,C.E.A. TRES PASOS AL FRENTE,CEMA,30,32,44,0,1,0,1,0,0,0,0,-0.7465509255583609
6118005,MASCULINO,OMASUYOS,LA PAZ,SAN JAVIER DE FE Y ALEGRIA,FISCAL,41,35,44,0,1,0,0,0,1,0,0,0.7604091390823018
6118042,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6118467,MASCULINO,MURILLO,LA PAZ,ANGLO AMERICANO,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6119071,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,34,32,44,0,1,0,0,1,0,0,0,-0.19856544750721086
6119129,FEMENINO,ANDRES IBANEZ,SANTA CRUZ DE LA SIERRA,LICEO VENEZUELA,FISCAL,31,3,69,1,0,0,0,0,1,0,0,-0.6095545560455734
6119306,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,39,32,44,0,1,0,0,0,0,0,1,0.4864164000567267
6119312,MASCULINO,MURILLO,LA PAZ,U. E. P. LA PAZ,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6119471,MASCULINO,MURILLO,LA PAZ,CENTRO BOLIVIANO EUROPEO,CEMA,37,32,44,0,1,0,1,0,0,0,0,0.21242366103115168
6119736,MASCULINO,MURILLO,EL ALTO,SAN LUIS DE GONZAGA,PRIVADA,31,32,32,0,1,0,0,0,0,0,1,-0.6095545560455734
6119808,FEMENINO,OTRO,COCHABAMBA,INSTITUTO AMERICANO,PRIVADA,34,38,23,1,0,0,0,0,0,0,1,-0.19856544750721086
6120043,FEMENINO,MURILLO,LA PAZ,CLAUDIO SANJINES,FISCAL,36,32,44,1,0,0,0,0,1,0,0,0.07542729151836416
6120270,MASCULINO,MURILLO,EL ALTO,TNCL. RAFAEL PABON UE-FAB,PRIVADA,30,32,32,0,1,0,0,0,0,0,1,-0.7465509255583609
6120415,FEMENINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,38,32,32,1,0,0,0,0,1,0,0,0.3494200305439392
6120472,MASCULINO,MURILLO,LA PAZ,RICARDO JOSE BUSTAMANTE,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6120509,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SANTA CRUZ,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6120565,MASCULINO,OTRO,COCHABAMBA,INSTITUTO AMERICANO,FISCAL,32,38,23,0,1,0,0,0,1,0,0,-0.4725581865327859
6120858,MASCULINO,MURILLO,EL ALTO,ADRIAN CASTILLO NAVA,FISCAL,36,32,32,0,1,0,0,0,1,0,0,0.07542729151836416
6120942,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6121213,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6121221,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SIMON BOLIVAR,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
6121235,MASCULINO,MURILLO,EL ALTO,BOLIVAR MUNICIPAL DON BOSCO,CONVENIO,31,32,32,0,1,0,0,1,0,0,0,-0.6095545560455734
6121304,FEMENINO,MURILLO,LA PAZ,JERUSALEM,PRIVADA,36,32,44,1,0,0,0,0,0,0,1,0.07542729151836416
6121541,NO RESPONDE,MURILLO,LA PAZ,SAN JORGE,PRIVADA,34,32,44,0,0,1,0,0,0,0,1,-0.19856544750721086
6121597,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO SANTA MARIA DE LOS ANGELES,FISCAL,36,32,32,0,1,0,0,0,1,0,0,0.07542729151836416
6121828,MASCULINO,MURILLO,LA PAZ,U.E.P. SAN JOSE,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6122353,FEMENINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6122450,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO T.O.F.,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6122463,FEMENINO,MURILLO,LA PAZ,SAN PATRICIO,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
6122567,FEMENINO,MURILLO,LA PAZ,U. E. JOSE MARTI,FISCAL,38,32,44,1,0,0,0,0,1,0,0,0.3494200305439392
6123142,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6123425,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6123451,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,31,32,44,0,1,0,0,1,0,0,0,-0.6095545560455734
6123677,FEMENINO,MURILLO,LA PAZ,SANTA ANA,CONVENIO,33,32,44,1,0,0,0,1,0,0,0,-0.3355618170199984
6124351,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6124771,MASCULINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6125028,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,33,32,44,0,1,0,0,1,0,0,0,-0.3355618170199984
6125325,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,33,32,44,1,0,0,0,0,1,0,0,-0.3355618170199984
6125526,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6125677,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32,32,44,1,0,0,0,0,1,0,0,-0.4725581865327859
6125839,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6125887,FEMENINO,MURILLO,LA PAZ,MARIA IMACULADA,CONVENIO,32,32,44,1,0,0,0,1,0,0,0,-0.4725581865327859
6127381,MASCULINO,LOS ANDES,SEGUENCA,FRANZ TAMAYO,FISCAL,32,28,70,0,1,0,0,0,1,0,0,-0.4725581865327859
6127395,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6127576,MASCULINO,MURILLO,LA PAZ,"SANTA MARIA ""CENAFI""",PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6127683,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6127696,FEMENINO,OTRO,ORURO,PARTICULAR JERUSALEM,PRIVADA,31,38,50,1,0,0,0,0,0,0,1,-0.6095545560455734
6127968,FEMENINO,MURILLO,LA PAZ,ITENCOMP,PRIVADA,40,32,44,1,0,0,0,0,0,0,1,0.6234127695695142
6128029,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6128230,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6128495,FEMENINO,MURILLO,LA PAZ,EBEN EZER,PRIVADA,38,32,44,1,0,0,0,0,0,0,1,0.3494200305439392
6129196,MASCULINO,MURILLO,LA PAZ,LOS AMIGOS,PRIVADA,40,32,44,0,1,0,0,0,0,0,1,0.6234127695695142
6129871,MASCULINO,MURILLO,LA PAZ,INSTITUTO ADVENTISTA LOS ANDES,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6130241,MASCULINO,MURILLO,LA PAZ,SAN JORGE I,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6130308,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SIMON BOLIVAR,FISCAL,44,32,44,0,1,0,0,0,1,0,0,1.1713982476206644
6131107,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ADVENTISTA PACAJES,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6132200,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO JESUS OBRERO FE Y ALEGRIA,FISCAL,31,32,32,0,1,0,0,0,1,0,0,-0.6095545560455734
6132259,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6132543,FEMENINO,INGAVI,LA PAZ,SAN MATIAS,PRIVADA,30,22,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6132963,FEMENINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""HOLANDA",FISCAL,39,32,44,1,0,0,0,0,1,0,0,0.4864164000567267
6133024,FEMENINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6133324,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6133616,FEMENINO,MURILLO,LA PAZ,JUAN FEDERICO ZUAZO,FISCAL,41,32,44,1,0,0,0,0,1,0,0,0.7604091390823018
6133621,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,28,32,44,0,1,0,0,0,0,0,1,-1.0205436645839359
6133675,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,34,22,78,0,1,0,0,0,1,0,0,-0.19856544750721086
6133701,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6133966,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA DAMIAN DE VEUSTER,FISCAL,36,32,44,1,0,0,0,0,1,0,0,0.07542729151836416
6134063,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6134388,MASCULINO,MURILLO,LA PAZ,UEFAB,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6134463,MASCULINO,MURILLO,EL ALTO,TCNL. RAFAEL PABON,FISCAL,33,32,32,0,1,0,0,0,1,0,0,-0.3355618170199984
6134490,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
6134874,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6135999,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
6136031,MASCULINO,MURILLO,LA PAZ,DOMINGO FAUSTINO SARMIENTO,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6136143,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
6136483,MASCULINO,MURILLO,LA PAZ,ADVENTISTA MIRAFLORES,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6136852,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
6137130,MASCULINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA,CONVENIO,34,32,44,0,1,0,0,1,0,0,0,-0.19856544750721086
6137688,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6137948,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6138050,FEMENINO,MURILLO,LA PAZ,INSTITUTO BAUTISTA CANADIENSE,PRIVADA,36,32,44,1,0,0,0,0,0,0,1,0.07542729151836416
6138236,MASCULINO,MURILLO,LA PAZ,NICEFORO ROJAS,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
6138376,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,34,32,44,1,0,0,0,0,0,0,1,-0.19856544750721086
6138500,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA PRIVADA DEL SUR,PRIVADA,32,32,32,1,0,0,0,0,0,0,1,-0.4725581865327859
6139298,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6139376,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6139391,FEMENINO,MURILLO,LA PAZ,HOLANDES,FISCAL,32,32,44,1,0,0,0,0,1,0,0,-0.4725581865327859
6139403,MASCULINO,ITURRALDE,SAN BUENAVENTURA,MAX VALDIVIA E.P.D.B,CONVENIO,39,24,64,0,1,0,0,1,0,0,0,0.4864164000567267
6139799,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6140266,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,40,32,44,1,0,0,0,0,1,0,0,0.6234127695695142
6140390,MASCULINO,MURILLO,LA PAZ,COLEGIO NACIONAL REPUBLICA DE CUBA-PACAJES,FISCAL,41,32,44,0,1,0,0,0,1,0,0,0.7604091390823018
6140443,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ENRIQUE LINDEMANN-B,FISCAL,35,32,44,1,0,0,0,0,1,0,0,-0.06156907799442335
6140500,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6140511,MASCULINO,MURILLO,LA PAZ,EDUARDO AVAROA,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6140530,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
6141585,FEMENINO,AROMA,PATACAMAYA,ATENEA,PRIVADA,31,6,52,1,0,0,0,0,0,0,1,-0.6095545560455734
6141771,MASCULINO,MURILLO,EL ALTO,SAN JOSE,CONVENIO,42,32,32,0,1,0,0,1,0,0,0,0.8974055085950893
6141793,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6142158,MASCULINO,INGAVI,KALLA BAJA,JOSE CARRASCO,FISCAL,37,22,40,0,1,0,0,0,1,0,0,0.21242366103115168
6142211,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,28,32,44,0,1,0,0,0,0,0,1,-1.0205436645839359
6142424,FEMENINO,MURILLO,LA PAZ,YACHAY WASY LEONARDO DA VINCI,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6142751,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6143050,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
6143151,MASCULINO,MURILLO,LA PAZ,VIRGEN DE COPACABANA,FISCAL,30,32,44,0,1,0,0,0,1,0,0,-0.7465509255583609
6143204,FEMENINO,ANDRES IBANEZ,SANTA CRUZ,SANTA BAARBARA,PRIVADA,34,3,68,1,0,0,0,0,0,0,1,-0.19856544750721086
6143259,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA F.A.B.,PRIVADA,30,32,32,1,0,0,0,0,0,0,1,-0.7465509255583609
6143374,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6144044,FEMENINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
6144240,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6144269,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA,CONVENIO,28,32,44,0,1,0,0,1,0,0,0,-1.0205436645839359
6144336,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES B,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
6144398,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6144509,MASCULINO,MURILLO,EL ALTO,ADVENTISTA FRANZ TAMAYO,PRIVADA,36,32,32,0,1,0,0,0,0,0,1,0.07542729151836416
6144520,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6144683,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6144820,MASCULINO,MURILLO,LA PAZ,COLEGIO BATALLON COLORADOS,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6145082,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6145156,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6145237,MASCULINO,MURILLO,EL ALTO,JUVENAL MARIACA,FISCAL,30,32,32,0,1,0,0,0,1,0,0,-0.7465509255583609
6145613,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6145646,MASCULINO,MURILLO,LA PAZ,JOSE CARRASCO TORICO,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6145849,MASCULINO,MURILLO,LA PAZ,MONTSERRAT,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6146050,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
6146122,FEMENINO,MURILLO,LA PAZ,COLEGIO LA SALLE,PRIVADA,29,32,44,1,0,0,0,0,0,0,1,-0.8835472950711485
6146144,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,33,32,44,0,1,0,0,1,0,0,0,-0.3355618170199984
6146213,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6146264,FEMENINO,MURILLO,LA PAZ,MARIA IMACULADA,CONVENIO,32,32,44,1,0,0,0,1,0,0,0,-0.4725581865327859
6146406,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6146439,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,0,1,0,0,1,0,0,-2.664500098737386
6146623,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,39,32,44,0,1,0,0,0,0,0,1,0.4864164000567267
6146819,MASCULINO,AROMA,LA PAZ,CEDEIN,PRIVADA,37,6,44,0,1,0,0,0,0,0,1,0.21242366103115168
6146894,MASCULINO,MURILLO,LA PAZ,U.E FAB.,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6146927,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
6147007,FEMENINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,41,32,44,1,0,0,0,0,1,0,0,0.7604091390823018
6147266,FEMENINO,MURILLO,LA PAZ,"TECNICO HUMANISTICO ""JOSE BALLIVIAN""",FISCAL,42,32,44,1,0,0,0,0,1,0,0,0.8974055085950893
6147553,FEMENINO,RAFAEL BUSTILLOS,POTOSI,FUERZAS ARMADAS DE LA NACION,FISCAL,42,43,54,1,0,0,0,0,1,0,0,0.8974055085950893
6147644,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
6147735,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6147782,FEMENINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,33,32,44,1,0,0,0,0,0,0,1,-0.3355618170199984
6147888,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,CONVENIO,33,32,44,0,1,0,0,1,0,0,0,-0.3355618170199984
6147931,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6148158,FEMENINO,MURILLO,EL ALTO,ADRIAN CASTILLO NAVA,FISCAL,41,32,32,1,0,0,0,0,1,0,0,0.7604091390823018
