dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad
4965759,MASCULINO,MURILLO,LA PAZ,SAN LUIS DE FE Y ALEGRIA,FISCAL,35
4977007,MASCULINO,PACAJES,EL ALTO,"UNIDAD EDUCATIVA ""LA PAZ""",FISCAL,35
4978974,MASCULINO,MURILLO,LA PAZ,PANTALEON DALENCE,PRIVADA,33
4979539,MASCULINO,MURILLO,EL ALTO,SHALOM,PRIVADA,33
4979847,FEMENINO,MURILLO,LA PAZ,6 DE JUNIO,FISCAL,43
4980135,FEMENINO,MURILLO,EL ALTO,TNT.CORONEL RAFAEL PABON,FISCAL,46
4980245,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
4980440,FEMENINO,MURILLO,LA PAZ,CENTRO EDUCATIVO CRISTIANO BRTHEL,FISCAL,46
4980869,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
4981131,MASCULINO,MURILLO,LA PAZ,ASDASD,FISCAL,46
4981225,MASCULINO,MURILLO,EL ALTO,HOLANDES,PRIVADA,33
4981421,MASCULINO,OMASUYOS,LA PAZ,ANCORAIMAS,FISCAL,45
4983475,MASCULINO,MURILLO,LA PAZ,HEROES DE BOQUERON,PRIVADA,45
4987230,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32
4988626,FEMENINO,MURILLO,EL ALTO,"""ANDRES BELLO""",FISCAL,34
4990512,FEMENINO,MURILLO,EL ALTO,NAZARENO BASIL MILLER,PRIVADA,28
4991389,MASCULINO,MURILLO,EL ALTO,NOCTURNO NUEVA ESPERANZA,FISCAL,43
4991801,FEMENINO,MURILLO,EL ALTO,RAFAEL MENDOZA CASTELLON,FISCAL,32
4991980,MASCULINO,MURILLO,LA PAZ,MIGUEL GRAU,FISCAL,45
4992355,MASCULINO,DANIEL CAMPOS,VILLA VICTORIA,SANTA BARBARA,PRIVADA,44
4993758,FEMENINO,MURILLO,LA PAZ,PUERTO DE ROSARIO,FISCAL,42
4995154,MASCULINO,MURILLO,LA PAZ,CEDEIN 6 DE MARZO,PRIVADA,39
4995248,MASCULINO,MURILLO,LA PAZ,UNION EUROPEA B,FISCAL,30
4996438,MASCULINO,MURILLO,LA PAZ,SAN INGACIO DE LOYOLA,PRIVADA,41
4998390,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
4998821,FEMENINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA SAGRADOS CORAZONES,PRIVADA,41
4998964,FEMENINO,MURILLO,LA PAZ,HOLANDES,PRIVADA,31
4999024,MASCULINO,MURILLO,EL ALTO,16 DE JULIO,PRIVADA,44
4999377,MASCULINO,MURILLO,EL ALTO,SAGRADO CORAZON DE JESUS,PRIVADA,38
5003843,MASCULINO,OTRO,TARIJA,SAN IGNACIO DE LOYOLA,PRIVADA,30
5050124,MASCULINO,GRAN CHACO,YACUIBA,ANTONIO DIAZ VILLAMIL,FISCAL,33
5136713,MASCULINO,ANTONIO QUIJARRO,UYUNI,COL. NAL.MIXTO,FISCAL,37
5193929,MASCULINO,OTRO,COCHABAMBA,CUMBRE,PRIVADA,29
5253702,MASCULINO,MURILLO,LA PAZ,JOSE LUIS ZUARES GUZMAN,FISCAL,35
5275954,FEMENINO,OTRO,COCHABAMBA,AFRO AMERICANO,PRIVADA,30
5299780,MASCULINO,OTRO,COCHABAMBA,SAGRADOS CORAZONES,PRIVADA,30
5375891,FEMENINO,MURILLO,LA PAZ,VIDA Y VERDAD,PRIVADA,29
5470892,MASCULINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,PRIVADA,43
5471730,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5472625,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5477170,MASCULINO,OMASUYOS,LA PAZ,NAICIONAL MIXTO OMASUYOS,FISCAL,44
5477944,MASCULINO,MURILLO,EL ALTO,ANTONIO`PAREDES CANDIA,FISCAL,43
5478668,MASCULINO,MURILLO,LA PAZ,"CATOLICO ""SAN AGUSTIN""",PRIVADA,38
5479261,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5480087,MASCULINO,LOS ANDES,PUCARANI,CEFI,PRIVADA,39
5480332,MASCULINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,PRIVADA,41
5480335,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LA PRIMERA,CONVENIO,35
5481708,MASCULINO,MURILLO,LA PAZ,VICENTE TEJADA,FISCAL,40
5483158,MASCULINO,MURILLO,LA PAZ,SAN JORGE,PRIVADA,45
5483622,FEMENINO,MURILLO,EL ALTO,EUFRASIEUFRASIO IBANEZ RIVERO,FISCAL,43
5484493,MASCULINO,MURILLO,LA PAZ,JUVENAL MARIACA,FISCAL,32
5484723,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5504301,MASCULINO,BUSTILLO,LLALLAGUA,SIGLO XX AMERICA,FISCAL,41
5515122,MASCULINO,SUD CHICAS,TUPIZA,TECNOLOGICO JOSE LUIS SAN JUAN GARCIA,FISCAL,39
5521857,MASCULINO,MURILLO,LA PAZ,SAN JORGE,PRIVADA,30
5568881,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SANTA CRUZ,FISCAL,32
5589006,FEMENINO,MURILLO,LA PAZ,CEA LA PAZ II DON BOSCO,CEMA,44
5591068,NO RESPONDE,ANDRES IBANEZ,SANTA CRUZ,SAN IGNACIO,PRIVADA,30
5600086,MASCULINO,MURILLO,LA PAZ,INGAVI 18 DE NOVIEMBRE,PRIVADA,41
5604635,MASCULINO,OTRO,OTRO,HORACIO RIVERO EGUEZ,FISCAL,41
5619417,FEMENINO,MURILLO,EL ALTO,SAN ANTONIO DE PADUA,PRIVADA,32
5623343,FEMENINO,ITURRALDE,LA PAZ,BON BOSCO,CEMA,41
5633088,MASCULINO,OROPEZA,SUCRE,"ALEMAN ""MARISCAL BRAUN""",PRIVADA,32
5636515,FEMENINO,OROPEZA,SUCRE,IEI AMERICA,PRIVADA,36
5636516,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,30
5636517,MASCULINO,MURILLO,LA PAZ,SANATA ANA,PRIVADA,33
5700865,MASCULINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,31
5753562,MASCULINO,OTRO,ORURO,U.E. EDUARDO AVAROA,FISCAL,35
5759066,FEMENINO,OTRO,ORURO,ALEMAN,PRIVADA,32
5766096,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5773602,MASCULINO,OTRO,ORURO,COLEGIO HOLANDA,FISCAL,33
5774860,MASCULINO,"CERCADO, VINTO",ORURO,IGNACIO CALDERON,FISCAL,34
5778932,FEMENINO,ORURO,ORURO,JUAN PABLO,FISCAL,39
5780568,FEMENINO,ARCE,BERMEJO,U.E.,FISCAL,30
5792724,MASCULINO,OTRO,TARIJA,HERMANO FELIPE PALAZON,PRIVADA,31
5804498,MASCULINO,OTRO,TARIJA,LA SALLE,PRIVADA,32
5811934,MASCULINO,CAMARGO,OTRO,MANUEL BELGRANO (TARIJA),FISCAL,39
5812470,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SAGRADOS CORAZONES,PRIVADA,29
5815747,FEMENINO,ARCE,BERMEJO,OCHO DE SEPTIEMBRE,FISCAL,36
5869302,MASCULINO,CHIQUITOS,ROBORAA,MARISTA SS.CC.,CONVENIO,40
5921009,FEMENINO,OTRO,COCHABAMBA,DEL SAGRADO CORAZON,PRIVADA,34
5940158,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA HOLANDA,FISCAL,41
5940420,MASCULINO,MURILLO,LA PAZ,EBEN EZER,PRIVADA,39
5940693,MASCULINO,MURILLO,LA PAZ,SIMON RODRIGUEZ CARREAAO,FISCAL,36
5941581,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,30
5941888,MASCULINO,MURILLO,LA PAZ,BOLIVIANO NORUEGO,CONVENIO,40
5942886,FEMENINO,MURILLO,EL ALTO,LUIS ESDPINAL CAMPS,FISCAL,32
5943320,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5944080,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,CONVENIO,30
5945823,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5946481,FEMENINO,MURILLO,LA PAZ,NACIONAL MIXTO DAVID PINILLA,FISCAL,33
5946959,MASCULINO,MURILLO,LA PAZ,HUGA DAVILA A,FISCAL,32
5949163,FEMENINO,LARECAJA,LA PAZ,U. E. RVDO. PADRE GOTARDO KAISER,CONVENIO,37
5949756,MASCULINO,MURILLO,LA PAZ,JERUSALEM,PRIVADA,31
5949757,FEMENINO,MURILLO,LA PAZ,INSTITUTO EDUCATIVO SAN JORGE 1,PRIVADA,28
5953546,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,31
5954085,MASCULINO,MURILLO,LA PAZ,CUMBRE,PRIVADA,29
5954689,FEMENINO,MURILLO,LA PAZ,"SAGRADOS CORAZONES ""B""",CEMA,43
5954898,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,32
5955356,FEMENINO,MURILLO,LA PAZ,NUESTRA SENORA DE ITATI,PRIVADA,33
5955584,MASCULINO,INGAVI,VILLA PUSUMA,TOPATER,FISCAL,38
5956301,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,36
5957124,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,37
5957150,MASCULINO,MURILLO,LA PAZ,U.E.E. LA PAZ,PRIVADA,35
5959011,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,40
5959226,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5959228,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,34
5959284,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,41
5959438,FEMENINO,MURILLO,LA PAZ,SANTO TOMAS,FISCAL,38
5959698,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5959764,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA CARLOS PALENQUE AVILES,FISCAL,34
5960640,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO T.O.,PRIVADA,29
5963109,MASCULINO,MURILLO,LA PAZ,LICEO A-26 ANTOFAGASTA -CHILE,FISCAL,34
5963144,FEMENINO,SUD YUNGAS,LA PAZ,NOC.6 DE JUNIO,FISCAL,40
5964596,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5964897,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SAN ANDRES,FISCAL,31
5965062,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5965192,MASCULINO,MURILLO,LA PAZ,LA SALLE,PRIVADA,32
5965305,MASCULINO,MURILLO,LA PAZ,KURMI WASI,PRIVADA,31
5965483,FEMENINO,MURILLO,LA PAZ,MONTESSORI,PRIVADA,30
5965508,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5965981,MASCULINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,29
5966184,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL PEDRO DOMINGO MURILLO,FISCAL,38
5966436,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5966641,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,43
5966755,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,29
5966894,FEMENINO,MURILLO,LA PAZ,HERNANDO SILES REYES,FISCAL,33
5966902,MASCULINO,MURILLO,LA PAZ,SERGIO ALMARAZ DE FE Y ALEGRIA,FISCAL,37
5967098,MASCULINO,MURILLO,LA PAZ,COLEGIO FRANCO BOLIVIANO,PRIVADA,32
5967245,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA E.P.D.B,CONVENIO,32
5967724,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,32
5967752,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON FE Y ALEGRIA,FISCAL,41
5968081,MASCULINO,MURILLO,LA PAZ,SAN CARLOS,PRIVADA,35
5968309,MASCULINO,MURILLO,LA PAZ,MARISCAL ANDRES DE SANTA CRUZ,FISCAL,45
5968875,FEMENINO,MURILLO,LA PAZ,ALEMAN,CONVENIO,32
5968880,MASCULINO,MURILLO,LA PAZ,SAN CARLOS,CONVENIO,37
5968961,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,41
5969096,MASCULINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,40
5970219,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,30
5970499,FEMENINO,MURILLO,LA PAZ,CENTRO EDUCATIVO KARL ALEXANDER,PRIVADA,32
5970733,MASCULINO,LOS ANDES,LA PAZ,2 DE AGOSTO,FISCAL,48
5971081,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,36
5971458,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34
5971504,MASCULINO,MURILLO,EL ALTO,DIVINO AMPARO,PRIVADA,34
5971669,MASCULINO,MURILLO,LA PAZ,18 DE MAYO,FISCAL,41
5972120,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5973474,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5973745,MASCULINO,MURILLO,LA PAZ,CEDEIN,PRIVADA,36
5974443,FEMENINO,MURILLO,LA PAZ,ALEMAN MARISCAL BRAUN,PRIVADA,29
5974580,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LUIS ERNST,CONVENIO,28
5976481,FEMENINO,OMASUYOS,LA PAZ,JACQUELINE KENNEDY,FISCAL,33
5976801,FEMENINO,OMASUYOS,OMASUYOS,HUMANISTICO TECNICO INDUSTRIAL ANCORAIMES,CONVENIO,36
5977087,FEMENINO,MURILLO,LA PAZ,SANTA TERESA,PRIVADA,28
5977220,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5977223,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA REPUBLICA DE COLOMBIA,FISCAL,42
5977527,MASCULINO,MURILLO,EL ALTO,LUIS ESPINAL,FISCAL,33
5978006,FEMENINO,MURILLO,LA PAZ,ADELA ZAMUDIO,FISCAL,44
5978162,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31
5978247,FEMENINO,OTRO,TARIJA,LOS PINOS,PRIVADA,33
5978540,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,35
5979099,FEMENINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,32
5979610,MASCULINO,MURILLO,LA PAZ,TOPATER,FISCAL,36
5982016,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5982126,MASCULINO,MURILLO,EL ALTO,DESCONOCIDO,CEMA,39
5985257,MASCULINO,MURILLO,LA PAZ,INSTITUTO DOMINGO SAVIO,PRIVADA,33
5985621,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,43
5985663,MASCULINO,MURILLO,EL ALTO,DON BOSCO,PRIVADA,38
5985874,MASCULINO,MURILLO,LA PAZ,COLEGIO LA PAZ,PRIVADA,35
5987166,MASCULINO,OMASUYOS,CHIJIPINA GRANDE,ANTOFAGASTA,FISCAL,37
5988116,FEMENINO,MURILLO,LA PAZ,CEDEIN,PRIVADA,27
5988617,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,36
5988694,FEMENINO,MURILLO,LA PAZ,JESUS OBRERO,CONVENIO,33
5988874,MASCULINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,40
5989519,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO,PRIVADA,36
5989551,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,37
5989685,MASCULINO,VELASCO,SAN IGNACIO,SANTA ANA,PRIVADA,31
5989726,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
5990003,MASCULINO,OMASUYOS,ACHACACHI,JOSE ANTONIO PLANCARTE,FISCAL,35
5990502,MASCULINO,MURILLO,LA PAZ,GREGORIO REYNOLDS,PRIVADA,32
5990575,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,29
5990760,MASCULINO,MURILLO,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,41
5991485,MASCULINO,MURILLO,LA PAZ,SAN LUIS DE FE Y ALEGRIA,FISCAL,36
5991596,MASCULINO,MURILLO,LA PAZ,AVE MARIA,FISCAL,30
5991689,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,32
5991722,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,31
5991940,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5992024,NO RESPONDE,MURILLO,LA PAZ,HOLANDA 1,FISCAL,30
5992506,NO RESPONDE,MURILLO,LA PAZ,SAN VICENTE DE PAUL,CONVENIO,34
5993022,FEMENINO,MURILLO,LA PAZ,SAN FRANCISCO DE LA TERCERA ORDEN,PRIVADA,34
5993287,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,40
5993511,MASCULINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,41
5994459,MASCULINO,NOR YUNGAS,LA PAZ,JUAN PABLO II,FISCAL,34
5994521,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
5995676,FEMENINO,MURILLO,LA PAZ,DORA SCHMIDT A,FISCAL,32
5995756,FEMENINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,PRIVADA,33
5997884,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,33
5998033,FEMENINO,MURILLO,LA PAZ,INSTITUTO DE EDUCACION BANCARIA,PRIVADA,29
5998289,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,FISCAL,35
5999161,MASCULINO,MURILLO,EL ALTO,SAN,FISCAL,16
5999667,FEMENINO,TOMAS FRIAS,POTOSI,SAN CALIXTO,PRIVADA,33
5999963,MASCULINO,MURILLO,LA PAZ,"SAGRADOS CORAZONES B""",FISCAL,31
6000335,MASCULINO,MURILLO,EL ALTO,"COLEGIO CATOLICO ""SAN AGUSTIN""",PRIVADA,32
6000884,MASCULINO,MURILLO,EL ALTO,ALMIRANTE MIGUEL GRAU,FISCAL,31
6001126,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA ADOLFO KOLPING,PRIVADA,33
6001340,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR PEDRO DOMINGO MURILLO,FISCAL,31
6001551,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6002188,FEMENINO,OMASUYOS,CUYAHUANI,RAFAEL MENDOZA CASTELLON,FISCAL,29
6003103,MASCULINO,MURILLO,LA PAZ,LATINO AMERICANO,PRIVADA,43
6003140,MASCULINO,MURILLO,LA PAZ,SAN LUIS DE GONZAGA,FISCAL,31
6003298,MASCULINO,MURILLO,EL ALTO,ANDRES BELLO,FISCAL,40
6003478,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,34
6003925,MASCULINO,MURILLO,LA PAZ,ADVENTISTA HARRY PITTMAN,PRIVADA,39
6003947,MASCULINO,MURILLO,EL ALTO,SAN MIGUEL,PRIVADA,44
6004152,FEMENINO,MURILLO,EL ALTO,NOCTURNO JULIAN APAZA,FISCAL,44
6004422,MASCULINO,MURILLO,LA PAZ,MONTSERRAT COLLEGE,PRIVADA,34
6005928,MASCULINO,MURILLO,LA PAZ,JESUS DE NAZARETH,FISCAL,31
6005972,FEMENINO,MURILLO,LA PAZ,INTERANDINO BOLIVIANO,PRIVADA,28
6006639,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,45
6007158,MASCULINO,MURILLO,LA PAZ,C.E.P.ELIZARDO PEREZ,PRIVADA,44
6007505,MASCULINO,MURILLO,LA PAZ,SAN LUIS,PRIVADA,41
6008942,MASCULINO,JOSE MANUEL PANDO,EL ALTO,JULIAN APAZA,FISCAL,41
6009203,MASCULINO,MURILLO,EL ALTO,SANTA BARBARA,PRIVADA,34
6011229,MASCULINO,MURILLO,LA PAZ,AMERINST,PRIVADA,33
6011247,MASCULINO,MURILLO,EL ALTO,JOSE BALLIVIAN,CEMA,40
6012047,MASCULINO,MURILLO,LA PAZ,ABEL ITURRALDE,FISCAL,42
6012216,MASCULINO,MURILLO,LA PAZ,"MCAL.. ""JOSE BALLIVIAN""",FISCAL,37
6012229,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6012240,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,34
6015055,MASCULINO,LOS ANDES,PUCARANI,JESUS OBRERO,FISCAL,46
6015511,NO RESPONDE,MURILLO,EL ALTO,NUEVA JERUSALEN,PRIVADA,16
6017761,MASCULINO,MURILLO,LA PAZ,U. E. SAN FRANCISCO DE ASIS,FISCAL,40
6018684,MASCULINO,PACAJES,LA PAZ,JUAN CAPRILES,FISCAL,16
6019011,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6020221,FEMENINO,MURILLO,LA PAZ,LICEO NACIONAL VENEZUELA,FISCAL,30
6021249,MASCULINO,MURILLO,EL ALTO,DIVINO MAESTRO,PRIVADA,47
6021311,MASCULINO,INQUISIVI,EL ALTO,CARLOS AMDRES PEREZ,FISCAL,41
6021641,MASCULINO,AROMA,LA PAZ,ADRIAN CASTILLO NAVA,FISCAL,32
6022386,FEMENINO,MURILLO,EL ALTO,FRAY BERNARDINO DE CARDENAS,PRIVADA,30
6022428,MASCULINO,INGAVI,CANTON GRAL. JOSE BALLIVIAN,JOHN F. KENNEDY,FISCAL,45
6024501,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,33
6025379,MASCULINO,TOTORA,DESCONOCIDO,ADVENTISTA PACAJES,PRIVADA,39
6027321,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO CRISTIANO BRTHEL,PRIVADA,37
6027443,MASCULINO,MURILLO,EL ALTO,MERCEDES BELZU DE DORADO,FISCAL,37
6028248,FEMENINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA SAGRADOS CORAZONES,PRIVADA,33
6028285,MASCULINO,MURILLO,EL ALTO,SAN AGUSTIN,PRIVADA,36
6030499,MASCULINO,MURILLO,EL ALTO,HEROES DEL PACIFICO,FISCAL,36
6031181,FEMENINO,MURILLO,LA PAZ,U. E. JUVENAL MARIACA,FISCAL,40
6031332,MASCULINO,SUD YUNGAS,LA PAZ,NOCT. VICENTE TEJADA,FISCAL,43
6032292,MASCULINO,SUD YUNGAS,LA ENRRAMADA,RAFAEL PABON,FISCAL,43
6033008,MASCULINO,MURILLO,LA PAZ,HOLANDES,FISCAL,39
6033081,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR,FISCAL,38
6033634,MASCULINO,MURILLO,LA PAZ,SANTA ROSA DE LIMA,FISCAL,39
6033661,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6033788,MASCULINO,MURILLO,LA PAZ,ROBERTO ALVARADO DAZA,FISCAL,43
6033885,MASCULINO,FRANZ TAMAYO,PUYO PUYO,JOSE MIGUEL LANZA,FISCAL,42
6034046,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6034150,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA FUERZA AEREA BOLIVIANA,PRIVADA,42
6034718,MASCULINO,LOS ANDES,PUCARANI,COLEGIO NACIONAL MIXTO SAN SALVADOR,FISCAL,40
6035000,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ADVENTISTA PACAJES,PRIVADA,40
6035129,MASCULINO,MURILLO,EL ALTO,"COLEGIO ADVENTISTA ""FRANZ TAMAYO""",PRIVADA,36
6035878,MASCULINO,MURILLO,LA PAZ,JULIAN APAZA,FISCAL,42
6036159,MASCULINO,MURILLO,EL ALTO,ALTO DE LA ALIANZA,FISCAL,39
6036191,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6036222,MASCULINO,MURILLO,LA PAZ,ANTONIO PAREDES CANDIA,FISCAL,42
6036502,MASCULINO,MURILLO,EL ALTO,CEDEIN,PRIVADA,40
6036618,FEMENINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,40
6036741,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO PARTICULAR BOLIVIA,FISCAL,41
6037289,FEMENINO,MURILLO,EL ALTO,HEROES DEL PACIFICO,FISCAL,40
6038250,MASCULINO,MURILLO,EL ALTO,SANTIAGO PRIMERO,FISCAL,42
6038957,MASCULINO,MURILLO,EL ALTO,GRAN BRETANA,FISCAL,35
6039037,MASCULINO,MURILLO,LA PAZ,UNION BOLIVARIANA,FISCAL,32
6039090,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33
6039322,MASCULINO,SUD YUNGAS,YANACACHI,JULIAN APAZA,FISCAL,42
6040326,MASCULINO,MURILLO,EL ALTO,VICENTE TEJADA,FISCAL,38
6041035,MASCULINO,INGAVI,TIHUANACU,SAN JUAN BAUTISTA DE LA SALLE,PRIVADA,37
6041045,MASCULINO,MURILLO,EL ALTO,COL. NAL. MIXTO ANDRES BELLO,FISCAL,33
6041193,FEMENINO,OMASUYOS,AJLLA,EUFRASIEUFRASIO IBANEZ RIVERO,FISCAL,38
6042495,MASCULINO,MURILLO,EL ALTO,INSTITUTO AMERICANO,CONVENIO,38
6042589,MASCULINO,MURILLO,LA PAZ,UNION EUROPEA,FISCAL,34
6042819,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6042940,MASCULINO,OMASUYOS,LA PAZ,RAFAEL MENDOZA CASTELLON,FISCAL,37
6043129,MASCULINO,MURILLO,LA PAZ,CORAZON DE MARIA,PRIVADA,42
6043320,MASCULINO,INGAVI,VIACHA,COLEGIO ADAVENTISTA VIACHA,PRIVADA,31
6043328,FEMENINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,31
6043361,MASCULINO,MURILLO,EL ALTO,HOLANDES,PRIVADA,31
6043824,MASCULINO,QUILLACOLLO,QUILLACOLLO,ANDRES BELLO,FISCAL,40
6044641,MASCULINO,MURILLO,LA PAZ,SAN JUAN,FISCAL,36
6045020,MASCULINO,MURILLO,LA PAZ,SAN MIGUEL,PRIVADA,31
6045110,FEMENINO,MURILLO,EL ALTO,SAN JOSE FE Y ALEGRIA,FISCAL,35
6045351,FEMENINO,INGAVI,LA PAZ,HACIA EL MAR,FISCAL,41
6045894,MASCULINO,MURILLO,EL ALTO,VILLA COOPERATIVA,FISCAL,42
6049208,FEMENINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,PRIVADA,30
6049687,FEMENINO,INQUISIVI,QUIME,UNION EUROPEA,FISCAL,38
6050600,MASCULINO,MURILLO,LA PAZ,EDUARDO ABAROA,FISCAL,32
6050723,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR,OTRO,37
